testPesquisarProdutoNetshoes,nomeProduto,Duration(ms),Duration(ms),Duration(ms),Duration(ms),Duration(ms),Duration(ms),Duration(ms),Duration(ms),Duration(ms),Duration(ms)
"",Camisa Seleção Brasil I 2018 s/n° - Torcedor Nike Masculina,13025.0,13025.0,13025.0,13025.0,13025.0,13025.0,13025.0,13025.0,13025.0,13025.0
